Artist,Song,Valence,Max Temp,Min Temp,Mean Temp,Danceability,Energy,Acousticness,Tempo,Date
Tommy Richman,MILLION DOLLAR BABY,0.919,19.365909090909092,12.299431818181818,15.823295454545455,0.852,0.697,0.0973,138.029,2024-08-21
Morgan Wallen,Lies Lies Lies,0.382,19.365909090909092,12.299431818181818,15.823295454545455,0.486,0.702,0.239,81.053,2024-08-21
Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),0.282,19.365909090909092,12.299431818181818,15.823295454545455,0.487,0.658,0.00877,142.18,2024-08-21
Chappell Roan,HOT TO GO!,0.957,19.365909090909092,12.299431818181818,15.823295454545455,0.742,0.757,0.0187,139.982,2024-08-21
Michael Marcagi,Scared To Start,0.443,19.365909090909092,12.299431818181818,15.823295454545455,0.527,0.551,0.384,148.035,2024-08-21
Myles Smith,Stargazing,0.332,19.365909090909092,12.299431818181818,15.823295454545455,0.635,0.601,0.246,123.994,2024-08-21
Morgan Wallen,Last Night,0.488,19.365909090909092,12.299431818181818,15.823295454545455,0.492,0.673,0.413,203.812,2024-08-21
Zach Bryan,Something in the Orange,0.148,19.365909090909092,12.299431818181818,15.823295454545455,0.369,0.192,0.555,175.212,2024-08-21
"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),0.868,19.365909090909092,12.299431818181818,15.823295454545455,0.582,0.909,0.00191,119.033,2024-08-21
Eminem,Houdini,0.902,19.365909090909092,12.299431818181818,15.823295454545455,0.936,0.878,0.0283,126.992,2024-08-21
"Post Malone, Tim McGraw",Wrong Ones (Feat. Tim McGraw),0.601,19.365909090909092,12.299431818181818,15.823295454545455,0.476,0.797,0.00552,80.946,2024-08-21
"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),0.399,19.365909090909092,12.299431818181818,15.823295454545455,0.621,0.779,0.216,172.037,2024-08-21
"Marshmello, Kane Brown",Miles On It,0.785,19.365909090909092,12.299431818181818,15.823295454545455,0.634,0.761,0.00537,129.963,2024-08-21
Zach Bryan,28,0.435,19.365909090909092,12.299431818181818,15.823295454545455,0.492,0.519,0.227,80.868,2024-08-21
Benson Boone,Slow It Down,0.544,19.365909090909092,12.299431818181818,15.823295454545455,0.432,0.583,0.174,181.489,2024-08-21
*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,0.861,19.365909090909092,12.299431818181818,15.823295454545455,0.61,0.926,0.031,172.638,2024-08-21
Zach Bryan,Heading South,0.388,19.365909090909092,12.299431818181818,15.823295454545455,0.68,0.246,0.783,110.23,2024-08-21
"Drake, Young Thug, 21 Savage",It's Up (feat. Young Thug & 21 Savage),0.304,19.365909090909092,12.299431818181818,15.823295454545455,0.782,0.719,0.0311,139.941,2024-08-21
Charli xcx,Apple,0.962,19.365909090909092,12.299431818181818,15.823295454545455,0.804,0.957,0.125,126.035,2024-08-21
Jimin,Who,0.838,19.365909090909092,12.299431818181818,15.823295454545455,0.66,0.756,0.00289,116.034,2024-08-21
Taylor Swift,Cruel Summer,0.564,19.365909090909092,12.299431818181818,15.823295454545455,0.552,0.702,0.117,169.994,2024-08-21
"Post Malone, Chris Stapleton",California Sober (Feat. Chris Stapleton),0.686,19.365909090909092,12.299431818181818,15.823295454545455,0.455,0.968,0.00396,92.511,2024-08-21
Journey,Don't Stop Believin' (2022 Remaster),0.51,19.365909090909092,12.299431818181818,15.823295454545455,0.505,0.754,0.132,119.204,2024-08-21
"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),0.281,19.365909090909092,12.299431818181818,15.823295454545455,0.504,0.386,0.502,192.004,2024-08-21
"David Guetta, OneRepublic",I Don't Wanna Wait,0.554,19.365909090909092,12.299431818181818,15.823295454545455,0.681,0.714,0.0375,129.976,2024-08-21
Chappell Roan,Pink Pony Club,0.507,19.365909090909092,12.299431818181818,15.823295454545455,0.61,0.65,0.399,106.719,2024-08-21
Chappell Roan,Red Wine Supernova,0.709,19.365909090909092,12.299431818181818,15.823295454545455,0.657,0.82,0.0176,124.041,2024-08-21
Luke Combs,When It Rains It Pours,0.625,19.365909090909092,12.299431818181818,15.823295454545455,0.551,0.801,0.013,128.027,2024-08-21
Zach Bryan,Sun to Me,0.557,19.365909090909092,12.299431818181818,15.823295454545455,0.505,0.27,0.593,98.721,2024-08-21
Richy Mitch & The Coal Miners,Evergreen,0.504,19.365909090909092,12.299431818181818,15.823295454545455,0.555,0.216,0.557,79.109,2024-08-21
Gracie Abrams,"I Love You, I'm Sorry",0.338,19.365909090909092,12.299431818181818,15.823295454545455,0.53,0.406,0.656,115.94,2024-08-21
Djo,End of Beginning,0.912,19.365909090909092,12.299431818181818,15.823295454545455,0.689,0.454,0.0351,159.982,2024-08-21
Shaboozey,A Bar Song (Tipsy),0.599,21.67215909090909,12.763636363636364,17.217613636363637,0.722,0.706,0.072,80.969,2024-08-22
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),0.753,21.67215909090909,12.763636363636364,17.217613636363637,0.644,0.874,0.0113,128.017,2024-08-22
"Lady Gaga, Bruno Mars",Die With A Smile,0.535,21.67215909090909,12.763636363636364,17.217613636363637,0.521,0.592,0.308,157.969,2024-08-22
Billie Eilish,BIRDS OF A FEATHER,0.438,21.67215909090909,12.763636363636364,17.217613636363637,0.747,0.507,0.2,104.978,2024-08-22
Chappell Roan,"Good Luck, Babe!",0.785,21.67215909090909,12.763636363636364,17.217613636363637,0.7,0.582,0.0502,116.712,2024-08-22
Sabrina Carpenter,Please Please Please,0.579,21.67215909090909,12.763636363636364,17.217613636363637,0.669,0.586,0.274,107.071,2024-08-22
Benson Boone,Beautiful Things,0.219,21.67215909090909,12.763636363636364,17.217613636363637,0.472,0.471,0.151,105.029,2024-08-22
Sabrina Carpenter,Espresso,0.69,21.67215909090909,12.763636363636364,17.217613636363637,0.701,0.76,0.107,103.969,2024-08-22
"Hanumankind, Kalmi",Big Dawgs,0.262,21.67215909090909,12.763636363636364,17.217613636363637,0.464,0.745,0.0235,180.098,2024-08-22
Hozier,Too Sweet,0.934,21.67215909090909,12.763636363636364,17.217613636363637,0.741,0.62,0.0295,117.038,2024-08-22
Dasha,Austin (Boots Stop Workin'),0.739,21.67215909090909,12.763636363636364,17.217613636363637,0.756,0.672,0.464,114.935,2024-08-22
Kendrick Lamar,Not Like Us,0.214,21.67215909090909,12.763636363636364,17.217613636363637,0.898,0.472,0.0107,101.061,2024-08-22
Noah Kahan,Stick Season,0.801,21.67215909090909,12.763636363636364,17.217613636363637,0.664,0.5,0.799,117.896,2024-08-22
"Post Malone, Luke Combs",Guy For That (Feat. Luke Combs),0.495,21.67215909090909,12.763636363636364,17.217613636363637,0.611,0.911,0.0061,119.986,2024-08-22
Teddy Swims,Lose Control,0.242,21.67215909090909,12.763636363636364,17.217613636363637,0.561,0.604,0.199,159.92,2024-08-22
"Charli xcx, Billie Eilish",Guess featuring billie eilish,0.618,21.67215909090909,12.763636363636364,17.217613636363637,0.776,0.667,0.0146,130.019,2024-08-22
"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),0.155,21.67215909090909,12.763636363636364,17.217613636363637,0.429,0.453,0.554,77.639,2024-08-22
Tommy Richman,MILLION DOLLAR BABY,0.919,21.67215909090909,12.763636363636364,17.217613636363637,0.852,0.697,0.0973,138.029,2024-08-22
Zach Bryan,Pink Skies,0.253,21.67215909090909,12.763636363636364,17.217613636363637,0.525,0.488,0.191,84.999,2024-08-22
Chappell Roan,HOT TO GO!,0.957,21.67215909090909,12.763636363636364,17.217613636363637,0.742,0.757,0.0187,139.982,2024-08-22
Myles Smith,Stargazing,0.332,21.67215909090909,12.763636363636364,17.217613636363637,0.635,0.601,0.246,123.994,2024-08-22
Morgan Wallen,Last Night,0.488,21.67215909090909,12.763636363636364,17.217613636363637,0.492,0.673,0.413,203.812,2024-08-22
Michael Marcagi,Scared To Start,0.443,21.67215909090909,12.763636363636364,17.217613636363637,0.527,0.551,0.384,148.035,2024-08-22
*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,0.861,21.67215909090909,12.763636363636364,17.217613636363637,0.61,0.926,0.031,172.638,2024-08-22
Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),0.282,21.67215909090909,12.763636363636364,17.217613636363637,0.487,0.658,0.00877,142.18,2024-08-22
"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),0.399,21.67215909090909,12.763636363636364,17.217613636363637,0.621,0.779,0.216,172.037,2024-08-22
Zach Bryan,Something in the Orange,0.148,21.67215909090909,12.763636363636364,17.217613636363637,0.369,0.192,0.555,175.212,2024-08-22
"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),0.868,21.67215909090909,12.763636363636364,17.217613636363637,0.582,0.909,0.00191,119.033,2024-08-22
Benson Boone,Slow It Down,0.544,21.67215909090909,12.763636363636364,17.217613636363637,0.432,0.583,0.174,181.489,2024-08-22
"Marshmello, Kane Brown",Miles On It,0.785,21.67215909090909,12.763636363636364,17.217613636363637,0.634,0.761,0.00537,129.963,2024-08-22
Morgan Wallen,Lies Lies Lies,0.382,21.67215909090909,12.763636363636364,17.217613636363637,0.486,0.702,0.239,81.053,2024-08-22
Eminem,Houdini,0.902,21.67215909090909,12.763636363636364,17.217613636363637,0.936,0.878,0.0283,126.992,2024-08-22
"Post Malone, Tim McGraw",Wrong Ones (Feat. Tim McGraw),0.601,21.67215909090909,12.763636363636364,17.217613636363637,0.476,0.797,0.00552,80.946,2024-08-22
Charli xcx,Apple,0.962,21.67215909090909,12.763636363636364,17.217613636363637,0.804,0.957,0.125,126.035,2024-08-22
Zach Bryan,28,0.435,21.67215909090909,12.763636363636364,17.217613636363637,0.492,0.519,0.227,80.868,2024-08-22
Zach Bryan,Heading South,0.388,21.67215909090909,12.763636363636364,17.217613636363637,0.68,0.246,0.783,110.23,2024-08-22
Chappell Roan,Red Wine Supernova,0.709,21.67215909090909,12.763636363636364,17.217613636363637,0.657,0.82,0.0176,124.041,2024-08-22
Chappell Roan,Pink Pony Club,0.507,21.67215909090909,12.763636363636364,17.217613636363637,0.61,0.65,0.399,106.719,2024-08-22
"Drake, Young Thug, 21 Savage",It's Up (feat. Young Thug & 21 Savage),0.304,21.67215909090909,12.763636363636364,17.217613636363637,0.782,0.719,0.0311,139.941,2024-08-22
Taylor Swift,Cruel Summer,0.564,21.67215909090909,12.763636363636364,17.217613636363637,0.552,0.702,0.117,169.994,2024-08-22
"David Guetta, OneRepublic",I Don't Wanna Wait,0.554,21.67215909090909,12.763636363636364,17.217613636363637,0.681,0.714,0.0375,129.976,2024-08-22
Djo,End of Beginning,0.912,21.67215909090909,12.763636363636364,17.217613636363637,0.689,0.454,0.0351,159.982,2024-08-22
"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),0.281,21.67215909090909,12.763636363636364,17.217613636363637,0.504,0.386,0.502,192.004,2024-08-22
Jimin,Who,0.838,21.67215909090909,12.763636363636364,17.217613636363637,0.66,0.756,0.00289,116.034,2024-08-22
The Kid LAROI,NIGHTS LIKE THIS,0.12,21.67215909090909,12.763636363636364,17.217613636363637,0.482,0.757,0.0137,142.579,2024-08-22
Billie Eilish,LUNCH,0.945,21.67215909090909,12.763636363636364,17.217613636363637,0.893,0.4,0.0452,124.987,2024-08-22
Jordan Adetunji,KEHLANI,0.352,21.67215909090909,12.763636363636364,17.217613636363637,0.645,0.634,0.158,160.017,2024-08-22
Luke Combs,When It Rains It Pours,0.625,21.67215909090909,12.763636363636364,17.217613636363637,0.551,0.801,0.013,128.027,2024-08-22
Morgan Wallen,Thinkin’ Bout Me,0.468,21.67215909090909,12.763636363636364,17.217613636363637,0.659,0.789,0.487,139.982,2024-08-22
Gracie Abrams,"I Love You, I'm Sorry",0.338,21.67215909090909,12.763636363636364,17.217613636363637,0.53,0.406,0.656,115.94,2024-08-22
Shaboozey,A Bar Song (Tipsy),0.599,24.601704545454545,13.505113636363637,19.069886363636364,0.722,0.706,0.072,80.969,2024-08-23
Sabrina Carpenter,Please Please Please,0.579,24.601704545454545,13.505113636363637,19.069886363636364,0.669,0.586,0.274,107.071,2024-08-23
Sabrina Carpenter,Espresso,0.69,24.601704545454545,13.505113636363637,19.069886363636364,0.701,0.76,0.107,103.969,2024-08-23
Sabrina Carpenter,Taste,0.721,24.601704545454545,13.505113636363637,19.069886363636364,0.674,0.907,0.101,112.964,2024-08-23
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),0.753,24.601704545454545,13.505113636363637,19.069886363636364,0.644,0.874,0.0113,128.017,2024-08-23
"Lady Gaga, Bruno Mars",Die With A Smile,0.535,24.601704545454545,13.505113636363637,19.069886363636364,0.521,0.592,0.308,157.969,2024-08-23
Billie Eilish,BIRDS OF A FEATHER,0.438,24.601704545454545,13.505113636363637,19.069886363636364,0.747,0.507,0.2,104.978,2024-08-23
Chappell Roan,"Good Luck, Babe!",0.785,24.601704545454545,13.505113636363637,19.069886363636364,0.7,0.582,0.0502,116.712,2024-08-23
Benson Boone,Beautiful Things,0.219,24.601704545454545,13.505113636363637,19.069886363636364,0.472,0.471,0.151,105.029,2024-08-23
Sabrina Carpenter,Good Graces,0.732,24.601704545454545,13.505113636363637,19.069886363636364,0.758,0.759,0.329,126.012,2024-08-23
Sabrina Carpenter,Bed Chem,0.676,24.601704545454545,13.505113636363637,19.069886363636364,0.739,0.727,0.0678,94.99,2024-08-23
Sabrina Carpenter,Sharpest Tool,0.588,24.601704545454545,13.505113636363637,19.069886363636364,0.716,0.63,0.475,91.003,2024-08-23
"Hanumankind, Kalmi",Big Dawgs,0.262,24.601704545454545,13.505113636363637,19.069886363636364,0.464,0.745,0.0235,180.098,2024-08-23
Dasha,Austin (Boots Stop Workin'),0.739,24.601704545454545,13.505113636363637,19.069886363636364,0.756,0.672,0.464,114.935,2024-08-23
Hozier,Too Sweet,0.934,24.601704545454545,13.505113636363637,19.069886363636364,0.741,0.62,0.0295,117.038,2024-08-23
Sabrina Carpenter,Slim Pickins,0.308,24.601704545454545,13.505113636363637,19.069886363636364,0.619,0.542,0.288,99.824,2024-08-23
Sabrina Carpenter,Coincidence,0.758,24.601704545454545,13.505113636363637,19.069886363636364,0.418,0.815,0.362,77.862,2024-08-23
Kendrick Lamar,Not Like Us,0.214,24.601704545454545,13.505113636363637,19.069886363636364,0.898,0.472,0.0107,101.061,2024-08-23
Noah Kahan,Stick Season,0.801,24.601704545454545,13.505113636363637,19.069886363636364,0.664,0.5,0.799,117.896,2024-08-23
Teddy Swims,Lose Control,0.242,24.601704545454545,13.505113636363637,19.069886363636364,0.561,0.604,0.199,159.92,2024-08-23
Sabrina Carpenter,Juno,0.64,24.601704545454545,13.505113636363637,19.069886363636364,0.633,0.725,0.0461,130.504,2024-08-23
"Charli xcx, Billie Eilish",Guess featuring billie eilish,0.618,24.601704545454545,13.505113636363637,19.069886363636364,0.776,0.667,0.0146,130.019,2024-08-23
Zach Bryan,Pink Skies,0.253,24.601704545454545,13.505113636363637,19.069886363636364,0.525,0.488,0.191,84.999,2024-08-23
"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),0.155,24.601704545454545,13.505113636363637,19.069886363636364,0.429,0.453,0.554,77.639,2024-08-23
Tommy Richman,MILLION DOLLAR BABY,0.919,24.601704545454545,13.505113636363637,19.069886363636364,0.852,0.697,0.0973,138.029,2024-08-23
Sabrina Carpenter,Dumb & Poetic,0.238,24.601704545454545,13.505113636363637,19.069886363636364,0.471,0.389,0.772,78.092,2024-08-23
Chappell Roan,HOT TO GO!,0.957,24.601704545454545,13.505113636363637,19.069886363636364,0.742,0.757,0.0187,139.982,2024-08-23
Myles Smith,Stargazing,0.332,24.601704545454545,13.505113636363637,19.069886363636364,0.635,0.601,0.246,123.994,2024-08-23
Morgan Wallen,Last Night,0.488,24.601704545454545,13.505113636363637,19.069886363636364,0.492,0.673,0.413,203.812,2024-08-23
"Post Malone, Luke Combs",Guy For That (Feat. Luke Combs),0.495,24.601704545454545,13.505113636363637,19.069886363636364,0.611,0.911,0.0061,119.986,2024-08-23
Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),0.282,24.601704545454545,13.505113636363637,19.069886363636364,0.487,0.658,0.00877,142.18,2024-08-23
Michael Marcagi,Scared To Start,0.443,24.601704545454545,13.505113636363637,19.069886363636364,0.527,0.551,0.384,148.035,2024-08-23
Sabrina Carpenter,Lie To Girls,0.224,24.601704545454545,13.505113636363637,19.069886363636364,0.661,0.414,0.464,119.921,2024-08-23
Sabrina Carpenter,Don’t Smile,0.328,24.601704545454545,13.505113636363637,19.069886363636364,0.628,0.453,0.448,89.969,2024-08-23
Zach Bryan,Something in the Orange,0.148,24.601704545454545,13.505113636363637,19.069886363636364,0.369,0.192,0.555,175.212,2024-08-23
"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),0.399,24.601704545454545,13.505113636363637,19.069886363636364,0.621,0.779,0.216,172.037,2024-08-23
*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,0.861,24.601704545454545,13.505113636363637,19.069886363636364,0.61,0.926,0.031,172.638,2024-08-23
Benson Boone,Slow It Down,0.544,24.601704545454545,13.505113636363637,19.069886363636364,0.432,0.583,0.174,181.489,2024-08-23
Morgan Wallen,Lies Lies Lies,0.382,24.601704545454545,13.505113636363637,19.069886363636364,0.486,0.702,0.239,81.053,2024-08-23
"Marshmello, Kane Brown",Miles On It,0.785,24.601704545454545,13.505113636363637,19.069886363636364,0.634,0.761,0.00537,129.963,2024-08-23
Eminem,Houdini,0.902,24.601704545454545,13.505113636363637,19.069886363636364,0.936,0.878,0.0283,126.992,2024-08-23
"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),0.868,24.601704545454545,13.505113636363637,19.069886363636364,0.582,0.909,0.00191,119.033,2024-08-23
Travis Scott,Drugs You Should Try It,0.0729,24.601704545454545,13.505113636363637,19.069886363636364,0.593,0.559,0.525,139.982,2024-08-23
Charli xcx,Apple,0.962,24.601704545454545,13.505113636363637,19.069886363636364,0.804,0.957,0.125,126.035,2024-08-23
Chappell Roan,Red Wine Supernova,0.709,24.601704545454545,13.505113636363637,19.069886363636364,0.657,0.82,0.0176,124.041,2024-08-23
Chappell Roan,Pink Pony Club,0.507,24.601704545454545,13.505113636363637,19.069886363636364,0.61,0.65,0.399,106.719,2024-08-23
"Post Malone, Tim McGraw",Wrong Ones (Feat. Tim McGraw),0.601,24.601704545454545,13.505113636363637,19.069886363636364,0.476,0.797,0.00552,80.946,2024-08-23
Zach Bryan,28,0.435,24.601704545454545,13.505113636363637,19.069886363636364,0.492,0.519,0.227,80.868,2024-08-23
Zach Bryan,Heading South,0.388,24.601704545454545,13.505113636363637,19.069886363636364,0.68,0.246,0.783,110.23,2024-08-23
"David Guetta, OneRepublic",I Don't Wanna Wait,0.554,24.601704545454545,13.505113636363637,19.069886363636364,0.681,0.714,0.0375,129.976,2024-08-23
Shaboozey,A Bar Song (Tipsy),0.599,23.592045454545456,14.657954545454546,19.10965909090909,0.722,0.706,0.072,80.969,2024-08-24
Sabrina Carpenter,Please Please Please,0.579,23.592045454545456,14.657954545454546,19.10965909090909,0.669,0.586,0.274,107.071,2024-08-24
Sabrina Carpenter,Espresso,0.69,23.592045454545456,14.657954545454546,19.10965909090909,0.701,0.76,0.107,103.969,2024-08-24
Sabrina Carpenter,Taste,0.721,23.592045454545456,14.657954545454546,19.10965909090909,0.674,0.907,0.101,112.964,2024-08-24
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),0.753,23.592045454545456,14.657954545454546,19.10965909090909,0.644,0.874,0.0113,128.017,2024-08-24
"Lady Gaga, Bruno Mars",Die With A Smile,0.535,23.592045454545456,14.657954545454546,19.10965909090909,0.521,0.592,0.308,157.969,2024-08-24
Billie Eilish,BIRDS OF A FEATHER,0.438,23.592045454545456,14.657954545454546,19.10965909090909,0.747,0.507,0.2,104.978,2024-08-24
Chappell Roan,"Good Luck, Babe!",0.785,23.592045454545456,14.657954545454546,19.10965909090909,0.7,0.582,0.0502,116.712,2024-08-24
Benson Boone,Beautiful Things,0.219,23.592045454545456,14.657954545454546,19.10965909090909,0.472,0.471,0.151,105.029,2024-08-24
Sabrina Carpenter,Good Graces,0.732,23.592045454545456,14.657954545454546,19.10965909090909,0.758,0.759,0.329,126.012,2024-08-24
Dasha,Austin (Boots Stop Workin'),0.739,23.592045454545456,14.657954545454546,19.10965909090909,0.756,0.672,0.464,114.935,2024-08-24
Hozier,Too Sweet,0.934,23.592045454545456,14.657954545454546,19.10965909090909,0.741,0.62,0.0295,117.038,2024-08-24
"Hanumankind, Kalmi",Big Dawgs,0.262,23.592045454545456,14.657954545454546,19.10965909090909,0.464,0.745,0.0235,180.098,2024-08-24
Teddy Swims,Lose Control,0.242,23.592045454545456,14.657954545454546,19.10965909090909,0.561,0.604,0.199,159.92,2024-08-24
Sabrina Carpenter,Bed Chem,0.676,23.592045454545456,14.657954545454546,19.10965909090909,0.739,0.727,0.0678,94.99,2024-08-24
Kendrick Lamar,Not Like Us,0.214,23.592045454545456,14.657954545454546,19.10965909090909,0.898,0.472,0.0107,101.061,2024-08-24
Noah Kahan,Stick Season,0.801,23.592045454545456,14.657954545454546,19.10965909090909,0.664,0.5,0.799,117.896,2024-08-24
"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),0.155,23.592045454545456,14.657954545454546,19.10965909090909,0.429,0.453,0.554,77.639,2024-08-24
Zach Bryan,Pink Skies,0.253,23.592045454545456,14.657954545454546,19.10965909090909,0.525,0.488,0.191,84.999,2024-08-24
Sabrina Carpenter,Juno,0.64,23.592045454545456,14.657954545454546,19.10965909090909,0.633,0.725,0.0461,130.504,2024-08-24
Sabrina Carpenter,Sharpest Tool,0.588,23.592045454545456,14.657954545454546,19.10965909090909,0.716,0.63,0.475,91.003,2024-08-24
"Charli xcx, Billie Eilish",Guess featuring billie eilish,0.618,23.592045454545456,14.657954545454546,19.10965909090909,0.776,0.667,0.0146,130.019,2024-08-24
Morgan Wallen,Last Night,0.488,23.592045454545456,14.657954545454546,19.10965909090909,0.492,0.673,0.413,203.812,2024-08-24
Tommy Richman,MILLION DOLLAR BABY,0.919,23.592045454545456,14.657954545454546,19.10965909090909,0.852,0.697,0.0973,138.029,2024-08-24
Sabrina Carpenter,Slim Pickins,0.308,23.592045454545456,14.657954545454546,19.10965909090909,0.619,0.542,0.288,99.824,2024-08-24
Sabrina Carpenter,Coincidence,0.758,23.592045454545456,14.657954545454546,19.10965909090909,0.418,0.815,0.362,77.862,2024-08-24
Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),0.282,23.592045454545456,14.657954545454546,19.10965909090909,0.487,0.658,0.00877,142.18,2024-08-24
Chappell Roan,HOT TO GO!,0.957,23.592045454545456,14.657954545454546,19.10965909090909,0.742,0.757,0.0187,139.982,2024-08-24
Myles Smith,Stargazing,0.332,23.592045454545456,14.657954545454546,19.10965909090909,0.635,0.601,0.246,123.994,2024-08-24
Michael Marcagi,Scared To Start,0.443,23.592045454545456,14.657954545454546,19.10965909090909,0.527,0.551,0.384,148.035,2024-08-24
"Post Malone, Luke Combs",Guy For That (Feat. Luke Combs),0.495,23.592045454545456,14.657954545454546,19.10965909090909,0.611,0.911,0.0061,119.986,2024-08-24
Zach Bryan,Something in the Orange,0.148,23.592045454545456,14.657954545454546,19.10965909090909,0.369,0.192,0.555,175.212,2024-08-24
"Marshmello, Kane Brown",Miles On It,0.785,23.592045454545456,14.657954545454546,19.10965909090909,0.634,0.761,0.00537,129.963,2024-08-24
"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),0.399,23.592045454545456,14.657954545454546,19.10965909090909,0.621,0.779,0.216,172.037,2024-08-24
Sabrina Carpenter,Dumb & Poetic,0.238,23.592045454545456,14.657954545454546,19.10965909090909,0.471,0.389,0.772,78.092,2024-08-24
*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,0.861,23.592045454545456,14.657954545454546,19.10965909090909,0.61,0.926,0.031,172.638,2024-08-24
Morgan Wallen,Lies Lies Lies,0.382,23.592045454545456,14.657954545454546,19.10965909090909,0.486,0.702,0.239,81.053,2024-08-24
Eminem,Houdini,0.902,23.592045454545456,14.657954545454546,19.10965909090909,0.936,0.878,0.0283,126.992,2024-08-24
Benson Boone,Slow It Down,0.544,23.592045454545456,14.657954545454546,19.10965909090909,0.432,0.583,0.174,181.489,2024-08-24
Charli xcx,Apple,0.962,23.592045454545456,14.657954545454546,19.10965909090909,0.804,0.957,0.125,126.035,2024-08-24
"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),0.868,23.592045454545456,14.657954545454546,19.10965909090909,0.582,0.909,0.00191,119.033,2024-08-24
Sabrina Carpenter,Don’t Smile,0.328,23.592045454545456,14.657954545454546,19.10965909090909,0.628,0.453,0.448,89.969,2024-08-24
Sabrina Carpenter,Lie To Girls,0.224,23.592045454545456,14.657954545454546,19.10965909090909,0.661,0.414,0.464,119.921,2024-08-24
Luke Combs,When It Rains It Pours,0.625,23.592045454545456,14.657954545454546,19.10965909090909,0.551,0.801,0.013,128.027,2024-08-24
Jimin,Who,0.838,23.592045454545456,14.657954545454546,19.10965909090909,0.66,0.756,0.00289,116.034,2024-08-24
"David Guetta, OneRepublic",I Don't Wanna Wait,0.554,23.592045454545456,14.657954545454546,19.10965909090909,0.681,0.714,0.0375,129.976,2024-08-24
Zach Bryan,Heading South,0.388,23.592045454545456,14.657954545454546,19.10965909090909,0.68,0.246,0.783,110.23,2024-08-24
Journey,Don't Stop Believin' (2022 Remaster),0.51,23.592045454545456,14.657954545454546,19.10965909090909,0.505,0.754,0.132,119.204,2024-08-24
Taylor Swift,Cruel Summer,0.564,23.592045454545456,14.657954545454546,19.10965909090909,0.552,0.702,0.117,169.994,2024-08-24
Chappell Roan,Red Wine Supernova,0.709,23.592045454545456,14.657954545454546,19.10965909090909,0.657,0.82,0.0176,124.041,2024-08-24
Shaboozey,A Bar Song (Tipsy),0.599,25.572727272727274,15.81875,20.695454545454545,0.722,0.706,0.072,80.969,2024-08-25
Sabrina Carpenter,Taste,0.721,25.572727272727274,15.81875,20.695454545454545,0.674,0.907,0.101,112.964,2024-08-25
Sabrina Carpenter,Please Please Please,0.579,25.572727272727274,15.81875,20.695454545454545,0.669,0.586,0.274,107.071,2024-08-25
Sabrina Carpenter,Espresso,0.69,25.572727272727274,15.81875,20.695454545454545,0.701,0.76,0.107,103.969,2024-08-25
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),0.753,25.572727272727274,15.81875,20.695454545454545,0.644,0.874,0.0113,128.017,2024-08-25
"Lady Gaga, Bruno Mars",Die With A Smile,0.535,25.572727272727274,15.81875,20.695454545454545,0.521,0.592,0.308,157.969,2024-08-25
Billie Eilish,BIRDS OF A FEATHER,0.438,25.572727272727274,15.81875,20.695454545454545,0.747,0.507,0.2,104.978,2024-08-25
Chappell Roan,"Good Luck, Babe!",0.785,25.572727272727274,15.81875,20.695454545454545,0.7,0.582,0.0502,116.712,2024-08-25
Benson Boone,Beautiful Things,0.219,25.572727272727274,15.81875,20.695454545454545,0.472,0.471,0.151,105.029,2024-08-25
Dasha,Austin (Boots Stop Workin'),0.739,25.572727272727274,15.81875,20.695454545454545,0.756,0.672,0.464,114.935,2024-08-25
Hozier,Too Sweet,0.934,25.572727272727274,15.81875,20.695454545454545,0.741,0.62,0.0295,117.038,2024-08-25
Teddy Swims,Lose Control,0.242,25.572727272727274,15.81875,20.695454545454545,0.561,0.604,0.199,159.92,2024-08-25
Sabrina Carpenter,Good Graces,0.732,25.572727272727274,15.81875,20.695454545454545,0.758,0.759,0.329,126.012,2024-08-25
