"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-04","2024","02","04","","-6.0","","-10.3","","-8.2","","26.2","","0.0","","","","","","1.5","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-05","2024","02","05","","-6.9","","-9.3","","-8.1","","26.1","","0.0","","","","","","3.2","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-06","2024","02","06","","-4.8","","-7.9","","-6.4","","24.4","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-07","2024","02","07","","-2.9","","-5.9","","-4.4","","22.4","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-08","2024","02","08","","-2.9","","-4.7","","-3.8","","21.8","","0.0","","","","","","1.5","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-09","2024","02","09","","-4.0","","-11.9","","-8.0","","26.0","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-10","2024","02","10","","-0.6","","-14.3","","-7.5","","25.5","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-11","2024","02","11","","4.3","","-5.2","","-0.4","","18.4","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-12","2024","02","12","","1.9","","-8.9","","-3.5","","21.5","","0.0","","","","","","0.0","","","","31","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-13","2024","02","13","","-1.7","","-6.1","","-3.9","","21.9","","0.0","","","","","","0.0","","","","35","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-14","2024","02","14","","-6.1","","-8.7","","-7.4","","25.4","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-15","2024","02","15","","-5.8","","-12.7","","-9.2","","27.2","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-16","2024","02","16","","0.7","","-15.3","","-7.3","","25.3","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-17","2024","02","17","","6.0","","-10.2","","-2.1","","20.1","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-18","2024","02","18","","4.4","","-12.4","","-4.0","","22.0","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-19","2024","02","19","","5.7","","-12.8","","-3.6","","21.6","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-20","2024","02","20","","1.5","","-9.3","","-3.9","","21.9","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-21","2024","02","21","","4.9","","-9.5","","-2.3","","20.3","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-22","2024","02","22","","8.5","","-2.6","","3.0","","15.0","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-23","2024","02","23","","11.2","","-0.6","","5.3","","12.7","","0.0","","","","","","0.0","","","","31","","50",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-24","2024","02","24","","5.6","","-3.4","","1.1","","16.9","","0.0","","","","","","0.0","","","","35","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-25","2024","02","25","","-1.5","","-10.5","","-6.0","","24.0","","0.0","","","","","","6.8","","","","8","","51",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-26","2024","02","26","","-10.4","","-21.3","","-15.8","","33.8","","0.0","","","","","","6.8","","","","5","","50",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-27","2024","02","27","","-15.8","","-23.5","","-19.7","","37.7","","0.0","","","","","","0.2","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-28","2024","02","28","","-13.8","","-20.9","","-17.4","","35.4","","0.0","","","","","","0.0","","","","16","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-02-29","2024","02","29","","-12.3","","-18.6","","-15.4","","33.4","","0.0","","","","","","0.0","","","","32","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-01","2024","03","01","","-12.3","","-17.9","","-15.1","","33.1","","0.0","","","","","","0.2","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-02","2024","03","02","","-14.2","","-16.8","","-15.5","","33.5","","0.0","","","","","","4.4","","","","6","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-03","2024","03","03","","-15.6","","-21.3","","-18.4","","36.4","","0.0","","","","","","0.0","","","","33","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-04","2024","03","04","","-17.8","","-24.5","","-21.1","","39.1","","0.0","","","","","","0.2","","","","30","","38",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-05","2024","03","05","","-16.6","","-24.6","","-20.6","","38.6","","0.0","","","","","","1.1","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-06","2024","03","06","","-13.8","","-27.2","","-20.5","","38.5","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-07","2024","03","07","","-0.9","","-21.9","","-11.4","","29.4","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-08","2024","03","08","","5.4","","-12.5","","-3.6","","21.6","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-09","2024","03","09","","8.2","","-6.0","","1.1","","16.9","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-10","2024","03","10","","10.4","","-2.3","","4.0","","14.0","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-11","2024","03","11","","8.3","","-5.4","","1.5","","16.5","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-12","2024","03","12","","4.9","","-2.7","","1.1","","16.9","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-13","2024","03","13","","7.6","","-6.2","","0.7","","17.3","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-14","2024","03","14","","11.4","","-3.5","","4.0","","14.0","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-15","2024","03","15","","10.6","","4.5","","7.5","","10.5","","0.0","","","","","","0.0","","","","33","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-16","2024","03","16","","9.8","","1.8","","5.8","","12.2","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-17","2024","03","17","","14.5","","0.5","","7.5","","10.5","","0.0","","","","","","0.0","","","","17","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-18","2024","03","18","","16.2","","3.4","","9.8","","8.2","","0.0","","","","","","0.0","","","","32","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-19","2024","03","19","","3.4","","-4.1","","-0.3","","18.3","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-20","2024","03","20","","-3.8","","-7.3","","-5.5","","23.5","","0.0","","","","","","1.8","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-21","2024","03","21","","-2.6","","-8.6","","-5.6","","23.6","","0.0","","","","","","2.0","","","","35","","31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-22","2024","03","22","","-5.8","","-11.1","","-8.4","","26.4","","0.0","","","","","","0.4","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-23","2024","03","23","","-4.2","","-8.5","","-6.3","","24.3","","0.0","","","","","","0.4","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-24","2024","03","24","","-1.9","","-6.7","","-4.3","","22.3","","0.0","","","","","","0.0","","","","15","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-25","2024","03","25","","-2.5","","-6.9","","-4.7","","22.7","","0.0","","","","","","0.0","","","","16","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-26","2024","03","26","","0.6","","-7.3","","-3.3","","21.3","","0.0","","","","","","0.0","","","","17","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-27","2024","03","27","","11.0","","-4.8","","3.1","","14.9","","0.0","","","","","","0.0","","","","36","","36",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-28","2024","03","28","","-1.0","","-6.4","","-3.7","","21.7","","0.0","","","","","","2.6","","","","3","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-29","2024","03","29","","-1.4","","-8.4","","-4.9","","22.9","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-30","2024","03","30","","3.8","","-10.3","","-3.2","","21.2","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-03-31","2024","03","31","","9.4","","-6.5","","1.5","","16.5","","0.0","","","","","","0.0","","","","20","","40",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-01","2024","04","01","","12.8","","1.1","","7.0","","11.0","","0.0","","","","","","0.0","","","","32","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-02","2024","04","02","","19.7","","0.2","","9.9","","8.1","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-03","2024","04","03","","10.2","","2.1","","6.2","","11.8","","0.0","","","","","","0.0","","","","33","","54",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-04","2024","04","04","","3.8","","-0.2","","1.8","","16.2","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-05","2024","04","05","","1.7","","-1.2","","0.3","","17.7","","0.0","","","","","","3.8","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-06","2024","04","06","","4.0","","-0.5","","1.8","","16.2","","0.0","","","","","","0.2","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-07","2024","04","07","","14.0","","-1.9","","6.1","","11.9","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-08","2024","04","08","","14.6","","2.0","","8.3","","9.7","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-09","2024","04","09","","11.8","","1.5","","6.7","","11.3","","0.0","","","","","","0.0","","","","32","","40",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-10","2024","04","10","","11.5","","1.6","","6.6","","11.4","","0.0","","","","","","0.0","","","","34","","38",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-11","2024","04","11","","13.5","","-1.6","","5.9","","12.1","","0.0","","","","","","0.0","","","","15","","40",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-12","2024","04","12","","15.4","","2.1","","8.7","","9.3","","0.0","","","","","","0.0","","","","15","","38",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-13","2024","04","13","","13.7","","3.6","","8.7","","9.3","","0.0","","","","","","0.0","","","","28","","40",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-14","2024","04","14","","16.9","","0.1","","8.5","","9.5","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-15","2024","04","15","","12.5","","2.1","","7.3","","10.7","","0.0","","","","","","0.0","","","","34","","58",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-16","2024","04","16","","5.4","","-1.8","","1.8","","16.2","","0.0","","","","","","1.2","","","","32","","48",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-17","2024","04","17","","4.9","","-3.4","","0.8","","17.2","","0.0","","","","","","1.4","","","","3","","52",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-18","2024","04","18","","4.2","","-6.8","","-1.3","","19.3","","0.0","","","","","","0.0","","","","35","","42",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-19","2024","04","19","","7.5","","-5.9","","0.8","","17.2","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-20","2024","04","20","","13.3","","-3.7","","4.8","","13.2","","0.0","","","","","","0.0","","","","15","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-21","2024","04","21","","13.2","","0.5","","6.8","","11.2","","0.0","","","","","","0.0","","","","28","","62",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-22","2024","04","22","","18.5","","6.3","","12.4","","5.6","","0.0","","","","","","0.0","","","","32","","69",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-23","2024","04","23","","19.6","","5.7","","12.7","","5.3","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-24","2024","04","24","","18.6","","4.7","","11.7","","6.3","","0.0","","","","","","0.0","","","","31","","40",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-25","2024","04","25","","13.2","","2.1","","7.7","","10.3","","0.0","","","","","","0.0","","","","31","","40",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-26","2024","04","26","","7.4","","0.9","","4.2","","13.8","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-27","2024","04","27","","15.8","","3.0","","9.4","","8.6","","0.0","","","","","","0.5","","","","12","","45",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-28","2024","04","28","","15.8","","5.7","","10.7","","7.3","","0.0","","","","","","0.5","","","","28","","45",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-29","2024","04","29","","11.1","","5.2","","8.1","","9.9","","0.0","","","","","","0.0","","","","1","","31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-04-30","2024","04","30","","6.1","","0.1","","3.1","","14.9","","0.0","","","","","","12.7","","","","33","","47",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-01","2024","05","01","","11.9","","0.6","","6.2","","11.8","","0.0","","","","","","7.8","","","","8","","36",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-02","2024","05","02","","13.5","","3.8","","8.6","","9.4","","0.0","","","","","","0.0","","","","3","","44",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-03","2024","05","03","","12.4","","0.3","","6.3","","11.7","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-04","2024","05","04","","14.1","","0.2","","7.1","","10.9","","0.0","","","","","","0.0","","","","13","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-05","2024","05","05","","17.5","","5.8","","11.7","","6.3","","0.0","","","","","","0.0","","","","18","","44",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-06","2024","05","06","","11.7","","8.3","","10.0","","8.0","","0.0","","","","","","3.7","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-07","2024","05","07","","8.5","","6.8","","7.6","","10.4","","0.0","","","","","","19.1","","","","33","","57",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-08","2024","05","08","","17.2","","6.3","","11.7","","6.3","","0.0","","","","","","0.0","","","","28","","31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-09","2024","05","09","","23.1","","6.1","","14.6","","3.4","","0.0","","","","","","0.0","","","","32","","42",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-10","2024","05","10","","25.7","","6.7","","16.2","","1.8","","0.0","","","","","","0.0","","","","28","","36",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-11","2024","05","11","","18.9","","10.1","","14.5","","3.5","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-12","2024","05","12","","18.7","","7.5","","13.1","","4.9","","0.0","","","","","","0.0","","","","12","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-13","2024","05","13","","19.6","","9.0","","14.3","","3.7","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-14","2024","05","14","","21.3","","9.8","","15.5","","2.5","","0.0","","","","","","0.0","","","","28","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-15","2024","05","15","","16.2","","9.4","","12.8","","5.2","","0.0","","","","","","0.4","","","","32","","48",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-16","2024","05","16","","13.8","","7.2","","10.5","","7.5","","0.0","","","","","","10.0","","","","29","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-17","2024","05","17","","9.1","","4.8","","7.0","","11.0","","0.0","","","","","","0.0","","","","32","","45",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-18","2024","05","18","","13.9","","2.2","","8.1","","9.9","","0.0","","","","","","0.0","","","","34","","40",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-19","2024","05","19","","9.0","","5.1","","7.1","","10.9","","0.0","","","","","","2.5","","","","31","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-20","2024","05","20","","10.3","","5.1","","7.7","","10.3","","0.0","","","","","","2.8","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-21","2024","05","21","","14.1","","5.6","","9.9","","8.1","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-22","2024","05","22","","14.2","","6.1","","10.1","","7.9","","0.0","","","","","","10.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-23","2024","05","23","","10.8","","5.5","","8.2","","9.8","","0.0","","","","","","1.1","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-24","2024","05","24","","14.5","","5.2","","9.8","","8.2","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-25","2024","05","25","","17.5","","7.0","","12.2","","5.8","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-26","2024","05","26","","16.3","","10.4","","13.3","","4.7","","0.0","","","","","","1.1","","","","29","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-27","2024","05","27","","21.9","","6.9","","14.4","","3.6","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-28","2024","05","28","","22.8","","9.1","","16.0","","2.0","","0.0","","","","","","0.0","","","","14","","31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-29","2024","05","29","","19.2","","8.5","","13.9","","4.1","","0.0","","","","","","0.0","","","","28","","55",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-30","2024","05","30","","18.5","","6.9","","12.7","","5.3","","0.0","","","","","","0.0","","","","32","","59",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-05-31","2024","05","31","","16.2","","8.6","","12.4","","5.6","","0.0","","","","","","0.0","","","","32","","59",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2024-06-01","2024","06","01","","20.8","","7.9","","14.4","","3.6","","0.0","","","","","","0.0","","","","34","","33",""
