"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MCTAVISH","7024745","2024-02-24","2024","02","24","","-8.2","","-16.2","","-12.2","","30.2","","0.0","","","","","","0.4","","19","","35","","31",""
"-73.58","45.50","MCTAVISH","7024745","2024-02-25","2024","02","25","","1.1","","-11.9","","-5.4","","23.4","","0.0","","","","","","0.0","","19","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-02-26","2024","02","26","","5.9","","-0.5","","2.7","","15.3","","0.0","","","","","","0.7","","19","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-02-27","2024","02","27","","14.8","","-0.7","","7.1","","10.9","","0.0","","","","","","0.0","","18","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-02-28","2024","02","28","","13.2","","-11.8","","0.7","","17.3","","0.0","","","","","","6.3","","11","","17","","42",""
"-73.58","45.50","MCTAVISH","7024745","2024-02-29","2024","02","29","","-8.7","","-12.8","","-10.8","","28.8","","0.0","","","","","","0.5","","7","","26","","37",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-01","2024","03","01","","1.0","","-11.7","","-5.3","","23.3","","0.0","","","","","","0.0","","7","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-02","2024","03","02","","5.0","","0.6","","2.8","","15.2","","0.0","","","","","","2.3","","7","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-03","2024","03","03","","8.5","","1.1","","4.8","","13.2","","0.0","","","","","","0.2","","7","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-04","2024","03","04","","9.2","","0.9","","5.0","","13.0","","0.0","","","","","","0.0","","5","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-05","2024","03","05","","13.2","","6.5","","9.8","","8.2","","0.0","","","","","","0.0","","3","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-06","2024","03","06","","7.4","","3.4","","5.4","","12.6","","0.0","","","","","","5.0","","1","","33","","32",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-07","2024","03","07","","7.7","","0.9","","4.3","","13.7","","0.0","","","","","","0.2","","0","","7","","36",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-08","2024","03","08","","6.5","","-1.7","","2.4","","15.6","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-09","2024","03","09","","6.9","","0.1","","3.5","","14.5","","0.0","","","","","","16.4","","0","","24","","43",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-10","2024","03","10","","2.7","","-3.6","","-0.5","","18.5","","0.0","","","","","","27.0","","7","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-11","2024","03","11","","2.7","","-3.8","","-0.6","","18.6","","0.0","","","","","","0.7","","14","","36","","42",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-12","2024","03","12","","7.9","","-1.8","","3.0","","15.0","","0.0","","","","","","","M","7","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-13","2024","03","13","","5.7","","-0.1","","2.8","","15.2","","0.0","","","","","","0.0","","4","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-14","2024","03","14","","12.0","","2.1","","7.0","","11.0","","0.0","","","","","","0.0","","2","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-15","2024","03","15","","10.7","","3.7","","7.2","","10.8","","0.0","","","","","","1.3","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-16","2024","03","16","","6.2","","1.3","","3.8","","14.2","","0.0","","","","","","2.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-17","2024","03","17","","8.3","","2.1","","5.2","","12.8","","0.0","","","","","","4.9","","0","","32","","34",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-18","2024","03","18","","3.1","","-0.9","","1.1","","16.9","","0.0","","","","","","3.3","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-19","2024","03","19","","0.6","","-4.5","","-1.9","","19.9","","0.0","","","","","","3.3","","1","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-20","2024","03","20","","4.1","","-4.9","","-0.4","","18.4","","0.0","","","","","","0.9","","4","","17","","35",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-21","2024","03","21","","-3.4","","-9.3","","-6.4","","24.4","","0.0","","","","","","0.0","","0","","30","","35",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-22","2024","03","22","","-3.9","","-11.3","","-7.6","","25.6","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-23","2024","03","23","","-4.4","","-7.9","","-6.1","","24.1","","0.0","","","","","","5.3","","","","36","","33",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-24","2024","03","24","","0.7","","-7.9","","-3.6","","21.6","","0.0","","","","","","0.0","","3","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-25","2024","03","25","","7.5","","-4.7","","1.4","","16.6","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-26","2024","03","26","","10.5","","-0.5","","5.0","","13.0","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-27","2024","03","27","","12.4","","4.8","","8.6","","9.4","","0.0","","","","","","0.9","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-28","2024","03","28","","9.3","","3.3","","6.3","","11.7","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-29","2024","03","29","","9.8","","1.6","","5.7","","12.3","","0.0","","","","","","0.0","","0","","35","","34",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-30","2024","03","30","","6.4","","-0.9","","2.8","","15.2","","0.0","","","","","","0.0","","0","","34","","36",""
"-73.58","45.50","MCTAVISH","7024745","2024-03-31","2024","03","31","","9.8","","2.0","","5.9","","12.1","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-01","2024","04","01","","11.0","","1.2","","6.1","","11.9","","0.0","","","","","","0.0","","0","","36","","36",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-02","2024","04","02","","10.6","","-1.8","","4.4","","13.6","","0.0","","","","","","0.0","","0","","36","","36",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-03","2024","04","03","","9.8","","0.2","","5.0","","13.0","","0.0","","","","","","11.9","","0","","12","","42",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-04","2024","04","04","","1.0","","-1.9","","-0.5","","18.5","","0.0","","","","","","24.5","","18","","6","","45",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-05","2024","04","05","","5.0","","0.8","","2.9","","15.1","","0.0","","","","","","4.7","","27","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-06","2024","04","06","","7.8","","2.2","","5.0","","13.0","","0.0","","","","","","0.0","","14","","35","","31",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-07","2024","04","07","","12.5","","-0.1","","6.2","","11.8","","0.0","","","","","","0.0","","7","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-08","2024","04","08","","18.2","","3.7","","10.9","","7.1","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-09","2024","04","09","","17.5","","7.0","","12.2","","5.8","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-10","2024","04","10","","16.8","","5.4","","11.1","","6.9","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-11","2024","04","11","","13.4","","8.6","","11.0","","7.0","","0.0","","","","","","11.4","","0","","26","","40",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-12","2024","04","12","","22.4","","9.7","","16.1","","1.9","","0.0","","","","","","10.7","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-13","2024","04","13","","10.7","","3.1","","6.9","","11.1","","0.0","","","","","","3.9","","0","","19","","32",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-14","2024","04","14","","11.5","","2.9","","7.2","","10.8","","0.0","","","","","","1.4","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-15","2024","04","15","","14.2","","6.3","","10.3","","7.7","","0.0","","","","","","0.6","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-16","2024","04","16","","11.4","","3.5","","7.5","","10.5","","0.0","","","","","","0.0","","0","","36","","35",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-17","2024","04","17","","8.8","","1.8","","5.3","","12.7","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-18","2024","04","18","","11.2","","4.7","","7.9","","10.1","","0.0","","","","","","2.6","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-19","2024","04","19","","13.3","","6.2","","9.7","","8.3","","0.0","","","","","","1.2","","0","","16","","37",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-20","2024","04","20","","10.7","","4.7","","7.7","","10.3","","0.0","","","","","","0.0","","0","","33","","31",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-21","2024","04","21","","8.2","","0.3","","4.3","","13.7","","0.0","","","","","","0.6","","0","","34","","32",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-22","2024","04","22","","8.3","","-2.2","","3.0","","15.0","","0.0","","","","","","0.0","","0","","34","","35",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-23","2024","04","23","","19.4","","3.9","","11.6","","6.4","","0.0","","","","","","1.3","","0","","14","","34",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-24","2024","04","24","","9.9","","-1.2","","4.4","","13.6","","0.0","","","","","","16.2","","0","","36","","45",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-25","2024","04","25","","8.2","","-2.9","","2.7","","15.3","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-26","2024","04","26","","13.9","","1.7","","7.8","","10.2","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-27","2024","04","27","","18.8","","6.1","","12.5","","5.5","","0.0","","","","","","0.0","","0","","19","","33",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-28","2024","04","28","","16.6","","7.6","","12.1","","5.9","","0.0","","","","","","5.9","","0","","18","","49",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-29","2024","04","29","","13.2","","5.3","","9.2","","8.8","","0.0","","","","","","0.0","","0","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-04-30","2024","04","30","","8.4","","4.6","","6.5","","11.5","","0.0","","","","","","32.0","","0","","31","","33",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-01","2024","05","01","","15.8","","6.5","","11.2","","6.8","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-02","2024","05","02","","12.9","","8.1","","10.5","","7.5","","0.0","","","","","","5.5","","","","2","","94",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-03","2024","05","03","","19.7","","7.7","","13.7","","4.3","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-04","2024","05","04","","16.9","","8.7","","12.8","","5.2","","0.0","","","","","","1.4","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-05","2024","05","05","","14.0","","9.9","","11.9","","6.1","","0.0","","","","","","18.1","","","","14","","34",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-06","2024","05","06","","22.1","","10.5","","16.3","","1.7","","0.0","","","","","","1.3","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-07","2024","05","07","","21.3","","9.8","","15.5","","2.5","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-08","2024","05","08","","13.6","","9.0","","11.3","","6.7","","0.0","","","","","","5.8","","","","32","","59",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-09","2024","05","09","","14.9","","8.9","","11.9","","6.1","","0.0","","","","","","0.0","","","","32","","33",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-10","2024","05","10","","17.7","","7.4","","12.6","","5.4","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-11","2024","05","11","","19.5","","8.0","","13.7","","4.3","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-12","2024","05","12","","16.1","","11.1","","13.6","","4.4","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-13","2024","05","13","","19.2","","11.3","","15.3","","2.7","","0.0","","","","","","0.2","","","","21","","33",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-14","2024","05","14","","21.8","","13.1","","17.5","","0.5","","0.0","","","","","","4.1","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-15","2024","05","15","","20.7","","12.1","","16.4","","1.6","","0.0","","","","","","2.3","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-16","2024","05","16","","23.4","","12.8","","18.1","","0.0","","0.1","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-17","2024","05","17","","25.4","","16.1","","20.7","","0.0","","2.7","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-18","2024","05","18","","23.4","","16.7","","20.0","","0.0","","2.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-19","2024","05","19","","25.6","","13.9","","19.7","","0.0","","1.7","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-20","2024","05","20","","28.9","","16.2","","22.6","","0.0","","4.6","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-21","2024","05","21","","26.9","","18.3","","22.6","","0.0","","4.6","","","","","","2.7","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-22","2024","05","22","","30.8","","17.3","","24.1","","0.0","","6.1","","","","","","13.2","","","","21","","70",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-23","2024","05","23","","24.9","","18.0","","21.5","","0.0","","3.5","","","","","","0.7","","","","10","","52",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-24","2024","05","24","","18.9","","13.0","","16.0","","2.0","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-25","2024","05","25","","20.9","","10.6","","15.8","","2.2","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-26","2024","05","26","","24.9","","13.0","","18.9","","0.0","","0.9","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-27","2024","05","27","","24.9","","17.7","","21.3","","0.0","","3.3","","","","","","25.1","","","","17","","41",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-28","2024","05","28","","21.8","","13.7","","17.7","","0.3","","0.0","","","","","","0.3","","","","18","","34",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-29","2024","05","29","","19.1","","11.6","","15.4","","2.6","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-30","2024","05","30","","21.0","","10.5","","15.8","","2.2","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-05-31","2024","05","31","","24.4","","13.6","","19.0","","0.0","","1.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-01","2024","06","01","","27.2","","13.8","","20.5","","0.0","","2.5","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-02","2024","06","02","","27.7","","16.6","","22.2","","0.0","","4.2","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-03","2024","06","03","","30.1","","19.0","","24.5","","0.0","","6.5","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-04","2024","06","04","","30.6","","16.8","","23.7","","0.0","","5.7","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-05","2024","06","05","","29.6","","19.6","","24.6","","0.0","","6.6","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-06","2024","06","06","","26.4","","15.9","","21.2","","0.0","","3.2","","","","","","20.1","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-07","2024","06","07","","23.1","","15.5","","19.3","","0.0","","1.3","","","","","","6.9","","","","24","","43",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-08","2024","06","08","","21.6","","15.1","","18.3","","0.0","","0.3","","","","","","3.1","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-09","2024","06","09","","18.5","","13.8","","16.2","","1.8","","0.0","","","","","","5.5","","","","13","","82",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-10","2024","06","10","","17.6","","12.8","","15.2","","2.8","","0.0","","","","","","1.9","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-11","2024","06","11","","17.6","","12.0","","14.8","","3.2","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-12","2024","06","12","","20.3","","12.7","","16.5","","1.5","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-13","2024","06","13","","27.1","","14.5","","20.8","","0.0","","2.8","","","","","","5.2","","","","26","","40",""
"-73.58","45.50","MCTAVISH","7024745","2024-06-14","2024","06","14","","24.6","","13.2","","18.9","","0.0","","0.9","","","","","","0.0","","","","1","","31",""
