"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-19","2024","02","19","","-9.0","","-14.3","","-11.6","","29.6","","0.0","","","","","","0.0","","10","","31","","44",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-20","2024","02","20","","-6.3","","-11.4","","-8.8","","26.8","","0.0","","","","","","0.0","","10","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-21","2024","02","21","","3.9","","-12.5","","-4.3","","22.3","","0.0","","","","","","0.2","","10","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-22","2024","02","22","","7.0","","1.0","","4.0","","14.0","","0.0","","","","","","2.7","","9","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-23","2024","02","23","","4.3","","-12.8","","-4.2","","22.2","","0.0","","","","","","0.1","","6","","35","","43",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-24","2024","02","24","","-9.2","","-16.8","","-13.0","","31.0","","0.0","","","","","","0.0","","5","","34","","35",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-25","2024","02","25","","1.8","","-13.8","","-6.0","","24.0","","0.0","","","","","","0.4","","5","","18","","39",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-26","2024","02","26","","4.2","","-0.6","","1.8","","16.2","","0.0","","","","","","0.1","","4","","30","","40",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-27","2024","02","27","","9.6","","-1.4","","4.1","","13.9","","0.0","","","","","","0.0","","4","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-28","2024","02","28","","15.1","","-12.8","","1.2","","16.8","","0.0","","","","","","1.7","","","","29","","80",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-02-29","2024","02","29","","-7.9","","-13.1","","-10.5","","28.5","","0.0","","","","","","0.0","","","","30","","51",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-01","2024","03","01","","5.8","","-11.3","","-2.8","","20.8","","0.0","","","","","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-02","2024","03","02","","5.9","","-3.7","","1.1","","16.9","","0.0","","","","","","0.2","","0","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-03","2024","03","03","","7.9","","0.7","","4.3","","13.7","","0.0","","","","","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-04","2024","03","04","","11.1","","1.7","","6.4","","11.6","","0.0","","","","","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-05","2024","03","05","","16.8","","1.3","","9.0","","9.0","","0.0","","","","","","1.3","","0","","19","","32",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-06","2024","03","06","","6.4","","3.7","","5.0","","13.0","","0.0","","","","","","2.5","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-07","2024","03","07","","10.6","","0.0","","5.3","","12.7","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-08","2024","03","08","","8.0","","-2.3","","2.8","","15.2","","0.0","","","","","","0.0","","","","9","","33",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-09","2024","03","09","","7.0","","0.8","","3.9","","14.1","","0.0","","","","","","11.9","","","","16","","50",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-10","2024","03","10","","5.0","","-4.2","","0.4","","17.6","","0.0","","","","","","6.9","","","","31","","44",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-11","2024","03","11","","5.3","","-3.4","","0.9","","17.1","","0.0","","","","","","0.0","","","","32","","52",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-12","2024","03","12","","11.3","","-1.8","","4.8","","13.2","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-13","2024","03","13","","9.6","","-0.2","","4.7","","13.3","","0.0","","","","","","0.0","","","","8","","33",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-14","2024","03","14","","13.3","","-1.3","","6.0","","12.0","","0.0","","","","","","1.1","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-15","2024","03","15","","12.0","","2.0","","7.0","","11.0","","0.0","","","","","","0.8","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-16","2024","03","16","","6.5","","-0.9","","2.8","","15.2","","0.0","","","","","","2.9","","","","21","","34",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-17","2024","03","17","","6.7","","1.2","","4.0","","14.0","","0.0","","","","","","3.2","","","","27","","35",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-18","2024","03","18","","1.9","","-4.2","","-1.2","","19.2","","0.0","","","","","","0.6","","","","30","","43",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-19","2024","03","19","","0.2","","-6.1","","-3.0","","21.0","","0.0","","","","","","0.4","","","","33","","37",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-20","2024","03","20","","3.3","","-7.4","","-2.0","","20.0","","0.0","","","","","","0.0","","","","32","","49",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-21","2024","03","21","","-3.6","","-10.5","","-7.0","","25.0","","0.0","","","","","","0.0","","","","32","","53",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-22","2024","03","22","","-3.8","","-11.7","","-7.8","","25.8","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-23","2024","03","23","","-0.1","","-7.2","","-3.6","","21.6","","0.0","","","","","","0.2","","","","8","","34",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-24","2024","03","24","","1.5","","-8.3","","-3.4","","21.4","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-25","2024","03","25","","9.5","","-5.5","","2.0","","16.0","","0.0","","","","","","0.0","","","","10","","40",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-26","2024","03","26","","11.8","","0.0","","5.9","","12.1","","0.0","","","","","","0.0","","","","9","","41",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-27","2024","03","27","","15.9","","5.1","","10.5","","7.5","","0.0","","","","","","1.2","","","","22","","41",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-28","2024","03","28","","10.2","","1.8","","6.0","","12.0","","0.0","","","","","","0.0","","","","20","","34",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-29","2024","03","29","","7.8","","-2.0","","2.9","","15.1","","0.0","","","","","","0.0","","","","29","","48",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-30","2024","03","30","","7.2","","-1.0","","3.1","","14.9","","0.0","","","","","","0.0","","","","31","","43",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-03-31","2024","03","31","","10.6","","-0.1","","5.3","","12.7","","0.0","","","","","","0.0","","","","32","","41",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-01","2024","04","01","","11.0","","-1.7","","4.7","","13.3","","0.0","","","","","","0.0","","","","34","","33",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-02","2024","04","02","","11.8","","-1.0","","5.4","","12.6","","0.0","","","","","","0.0","","","","7","","55",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-03","2024","04","03","","6.3","","0.4","","3.3","","14.7","","0.0","","","","","","25.3","","","","10","","66",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-04","2024","04","04","","1.3","","-1.1","","0.1","","17.9","","0.0","","","","","","3.0","","3","","7","","62",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-05","2024","04","05","","6.8","","0.3","","3.5","","14.5","","0.0","","","","","","3.1","","8","","36","","45",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-06","2024","04","06","","12.0","","3.0","","7.5","","10.5","","0.0","","","","","","0.0","","","","3","","38",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-07","2024","04","07","","16.7","","-1.1","","7.8","","10.2","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-08","2024","04","08","","18.3","","0.7","","9.5","","8.5","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-09","2024","04","09","","20.8","","4.5","","12.7","","5.3","","0.0","","","","","","0.0","","","","12","","34",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-10","2024","04","10","","22.2","","6.6","","14.4","","3.6","","0.0","","","","","","0.0","","","","24","","32",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-11","2024","04","11","","12.9","","4.9","","8.9","","9.1","","0.0","","","","","","24.1","","","","9","","37",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-12","2024","04","12","","16.7","","6.8","","11.8","","6.2","","0.0","","","","","","4.1","","","","22","","58",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-13","2024","04","13","","6.8","","2.8","","4.8","","13.2","","0.0","","","","","","2.8","","","","30","","53",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-14","2024","04","14","","8.8","","0.0","","4.4","","13.6","","0.0","","","","","","0.8","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-15","2024","04","15","","14.4","","3.4","","8.9","","9.1","","0.0","","","","","","1.6","","","","32","","48",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-16","2024","04","16","","14.0","","2.0","","8.0","","10.0","","0.0","","","","","","0.0","","","","2","","33",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-17","2024","04","17","","10.9","","0.8","","5.9","","12.1","","0.0","","","","","","0.0","","","","10","","51",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-18","2024","04","18","","8.9","","3.8","","6.3","","11.7","","0.0","","","","","","8.1","","","","10","","47",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-19","2024","04","19","","11.9","","6.2","","9.0","","9.0","","0.0","","","","","","2.0","","","","26","","49",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-20","2024","04","20","","8.3","","2.7","","5.5","","12.5","","0.0","","","","","","1.2","","","","27","","58",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-21","2024","04","21","","9.3","","-0.5","","4.4","","13.6","","0.0","","","","","","0.3","","","","31","","52",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-22","2024","04","22","","11.4","","-2.2","","4.6","","13.4","","0.0","","","","","","0.0","","","","19","","41",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-23","2024","04","23","","17.2","","1.0","","9.1","","8.9","","0.0","","","","","","5.4","","","","22","","67",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-24","2024","04","24","","9.0","","-1.4","","3.8","","14.2","","0.0","","","","","","6.0","","","","34","","57",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-25","2024","04","25","","8.9","","-3.0","","2.9","","15.1","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-26","2024","04","26","","14.4","","-2.3","","6.0","","12.0","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-27","2024","04","27","","19.5","","2.6","","11.1","","6.9","","0.0","","","","","","2.8","","","","17","","43",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-28","2024","04","28","","20.7","","7.6","","14.2","","3.8","","0.0","","","","","","2.5","","","","33","","38",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-29","2024","04","29","","12.0","","5.5","","8.7","","9.3","","0.0","","","","","","2.8","","","","8","","40",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-04-30","2024","04","30","","8.2","","6.1","","7.2","","10.8","","0.0","","","","","","13.5","","","","7","","43",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-01","2024","05","01","","15.6","","5.9","","10.7","","7.3","","0.0","","","","","","0.5","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-02","2024","05","02","","18.6","","7.1","","12.8","","5.2","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-03","2024","05","03","","18.4","","8.5","","13.5","","4.5","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-04","2024","05","04","","23.0","","12.0","","17.5","","0.5","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-05","2024","05","05","","16.6","","11.6","","14.1","","3.9","","0.0","","","","","","7.5","","","","18","","42",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-06","2024","05","06","","20.7","","9.3","","15.0","","3.0","","0.0","","","","","","0.0","","","","26","","35",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-07","2024","05","07","","21.5","","5.8","","13.7","","4.3","","0.0","","","","","","0.0","","","","26","","31",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-08","2024","05","08","","15.3","","8.1","","11.7","","6.3","","0.0","","","","","","8.1","","","","8","","43",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-09","2024","05","09","","17.0","","4.4","","10.7","","7.3","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-10","2024","05","10","","17.4","","7.2","","12.3","","5.7","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-11","2024","05","11","","17.3","","5.5","","11.4","","6.6","","0.0","","","","","","1.3","","","","17","","33",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-12","2024","05","12","","16.6","","9.6","","13.1","","4.9","","0.0","","","","","","2.6","","","","16","","31",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-13","2024","05","13","","19.3","","9.3","","14.3","","3.7","","0.0","","","","","","0.9","","","","20","","49",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-14","2024","05","14","","21.6","","13.2","","17.4","","0.6","","0.0","","","","","","5.3","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-15","2024","05","15","","20.0","","11.2","","15.6","","2.4","","0.0","","","","","","0.3","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-16","2024","05","16","","23.4","","12.5","","18.0","","0.0","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-17","2024","05","17","","24.0","","13.4","","18.7","","0.0","","0.7","","","","","","2.6","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-18","2024","05","18","","24.2","","15.0","","19.6","","0.0","","1.6","","","","","","0.3","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-19","2024","05","19","","26.6","","12.0","","19.3","","0.0","","1.3","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-20","2024","05","20","","28.7","","15.8","","22.3","","0.0","","4.3","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-21","2024","05","21","","23.5","","16.4","","19.9","","0.0","","1.9","","","","","","12.5","","","","26","","35",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-22","2024","05","22","","30.2","","16.0","","23.1","","0.0","","5.1","","","","","","0.9","","","","21","","48",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-23","2024","05","23","","24.8","","16.7","","20.8","","0.0","","2.8","","","","","","0.1","","","","26","","49",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-24","2024","05","24","","17.9","","10.1","","14.0","","4.0","","0.0","","","","","","0.0","","","","31","","51",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-25","2024","05","25","","19.2","","7.5","","13.4","","4.6","","0.0","","","","","","0.1","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-26","2024","05","26","","21.1","","14.0","","17.5","","0.5","","0.0","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-27","2024","05","27","","23.0","","16.3","","19.7","","0.0","","1.7","","","","","","29.4","","","","21","","45",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-28","2024","05","28","","20.2","","12.5","","16.3","","1.7","","0.0","","","","","","0.7","","","","27","","36",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-29","2024","05","29","","16.8","","9.2","","13.0","","5.0","","0.0","","","","","","0.0","","","","36","","32",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-30","2024","05","30","","19.7","","7.5","","13.6","","4.4","","0.0","","","","","","0.0","","","","33","","32",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-05-31","2024","05","31","","24.7","","9.6","","17.2","","0.8","","0.0","","","","","","0.0","","","","26","","36",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-06-01","2024","06","01","","26.7","","13.0","","19.8","","0.0","","1.8","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-06-02","2024","06","02","","26.2","","13.5","","19.9","","0.0","","1.9","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-06-03","2024","06","03","","28.9","","13.2","","21.1","","0.0","","3.1","","","","","","0.0","","","","","","",""
"-75.72","45.38","OTTAWA CDA RCS","6105978","2024-06-04","2024","06","04","","29.3","","14.9","","22.1","","0.0","","4.1","","","","","","0.0","","","","","","",""
